fileName,relativePath,extension,initialClass,inferredGrades,subject,sha256,decision
.DS_Store,sách VIOLYMPIC Toán tiếng anh/Lớp 3/.DS_Store,(none),non-OCR,3,math_en,CF72DC0F4296E3919C4EB9E6C0090B9500DCC2D822B97000702403F046421488,Bỏ qua — tệp chứa/không phải tài liệu text
000d07b6-8992-4e53-8055-dc990daad53c-tonghopdethiviolympictoantienganhlop3tatcacacvong1.pdf,sách VIOLYMPIC Toán tiếng anh/Lớp 3/000d07b6-8992-4e53-8055-dc990daad53c-tonghopdethiviolympictoantienganhlop3tatcacacvong1.pdf,.pdf,non-OCR,3,math_en,21BAF3467FA2850FCA69DA5A5A2C4C0433EE78D89958C41C04210848A7C3303C,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
0c982060-393d-454b-8f8e-c32b559d0a42-tonghopdethiviolympictoantienganhlop3tatcacacvongcodapan2.pdf,sách VIOLYMPIC Toán tiếng anh/Lớp 3/0c982060-393d-454b-8f8e-c32b559d0a42-tonghopdethiviolympictoantienganhlop3tatcacacvongcodapan2.pdf,.pdf,non-OCR,3,math_en,5A8519C55597BE1A3E5FC6E87E4947ECE94B54CBB9D9611EBFFD7B1A6805BB76,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
c0e34d7f-7137-4802-807e-237b85cc4017-tonghopdethiviolympictoantienganhlop3tatcacacvongcodapan3.pdf,sách VIOLYMPIC Toán tiếng anh/Lớp 3/c0e34d7f-7137-4802-807e-237b85cc4017-tonghopdethiviolympictoantienganhlop3tatcacacvongcodapan3.pdf,.pdf,non-OCR,3,math_en,77A55F15293287FC4174E432EDB39E585F810CA4BFC6BC943001CBD6E283D910,Đã nhập nguồn — 1 câu kiểm chứng
tong-hop-de-thi-violympic-toan-tieng-anh-lop-4-tat-ca-cac-vong-co-dap-an-1.pdf,sách VIOLYMPIC Toán tiếng anh/Lớp 4/tong-hop-de-thi-violympic-toan-tieng-anh-lop-4-tat-ca-cac-vong-co-dap-an-1.pdf,.pdf,non-OCR,4,math_en,3389B6E9D493E0AB5FD6AC14684584F35EE2327BBEC388504137A930E46ED8C4,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
tong-hop-de-thi-violympic-toan-tieng-anh-lop-4-tat-ca-cac-vong-co-dap-an-3.pdf,sách VIOLYMPIC Toán tiếng anh/Lớp 4/tong-hop-de-thi-violympic-toan-tieng-anh-lop-4-tat-ca-cac-vong-co-dap-an-3.pdf,.pdf,non-OCR,4,math_en,55148AF8155D07F9D8DC8569FC314AE3AAC9087577A55270A30B2AD3BF975F37,Đã nhập nguồn — 1 câu kiểm chứng
tiệm sách nhà noel - tết.pdf,tiệm sách nhà noel - tết.pdf,.pdf,non-OCR,,math,,Không còn trong thư mục nguồn tại thời điểm nhập
TTA3-ONTRUONG-PHANDAPAN.pdf,TTA IQ 24-25 violympic lớp 12345 - các vòng năm 24-25/TTA 12345 IQ 24-25 violympic/TTA3-ONTRUONG-PHANDAPAN.pdf,.pdf,OCR/scan,3,math_en,7D656B97662B9EF4838F2702D0C7828831D48E9654052F515EAEAF0A30617D6E,Bỏ qua — cần OCR
IQ violympic TOAN TV 1-2025-OCH-PHAN Dap an.pdf,TTV cấp huyện 24-25 lớp 12345/IQ violympic TOAN TV 1-2025-OCH-PHAN Dap an.pdf,.pdf,OCR/scan,1,vietnamese,879D446E327F632D12238BF1717F4807E8E05677717048A2C39421A32EB70824,Bỏ qua — cần OCR
OnCapHuyen-ttv4-phandapan.pdf,TTV cấp huyện 24-25 lớp 12345/OnCapHuyen-ttv4-phandapan.pdf,.pdf,OCR/scan,4,math,9257D71B9C5B53AAD483497307158DD92CF32F1CAAAFE71DAB94D5A33D31B522,Bỏ qua — cần OCR
TTV2-OCH-PHANDAPAN.pdf,TTV cấp huyện 24-25 lớp 12345/TTV2-OCH-PHANDAPAN.pdf,.pdf,OCR/scan,2,math,F15BDA20E438406931A3A4D5DDAA7B7DB53F880D54BE1418708ED2E8185EA427,Bỏ qua — cần OCR
TTV2-OCH-PHANDE.PDF,TTV cấp huyện 24-25 lớp 12345/TTV2-OCH-PHANDE.PDF,.pdf,OCR/scan,2,math,E669EEA934D52F9C96F9DB07BA7BB72AEBBA5BDB8591B56E79550A88212CC9D6,Bỏ qua — cần OCR
TTV3-OCH- PHANDAPAN.pdf,TTV cấp huyện 24-25 lớp 12345/TTV3-OCH- PHANDAPAN.pdf,.pdf,OCR/scan,3,math,BA934F61F4D191A71FBA77F1487DBD67B7CBAFB9A6FB8E9705F0800FA512E3E6,Bỏ qua — cần OCR
TTV3-OCH-PHANDE.pdf,TTV cấp huyện 24-25 lớp 12345/TTV3-OCH-PHANDE.pdf,.pdf,OCR/scan,3,math,256A56BC6043D18FADFDFE01C8D68C134E2752BEF603B860A650B67AB6F6A39E,Bỏ qua — cần OCR
TTV5-OCH-DAPAN.pdf,TTV cấp huyện 24-25 lớp 12345/TTV5-OCH-DAPAN.pdf,.pdf,OCR/scan,5,math,02BF7B6F7343B72372C853DAD45932C254BD6C8865EA47CB6EBC9F2C649170C2,Bỏ qua — cần OCR
TTV tỉnh violympic lớp 1 năm 24-25  ĐÁ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV tỉnh violympic lớp 1 năm 24-25  ĐÁ.pdf,.pdf,OCR/scan,1,math,089EF7A7DB2FC16CCE9A03503FBB4019C015C6CD5894910E143C004B0CCF55E9,Bỏ qua — cần OCR
TTV tỉnh violympic lớp 1 năm 24-25 ĐỀ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV tỉnh violympic lớp 1 năm 24-25 ĐỀ.pdf,.pdf,OCR/scan,1,math,A4CA4DEADA56E8722DE713723E253D2217C2E1B3DED32A10F242355A17C9398A,Bỏ qua — cần OCR
TTV tỉnh violympic lớp 2 năm 24-25 ĐÁ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV tỉnh violympic lớp 2 năm 24-25 ĐÁ.pdf,.pdf,OCR/scan,2,math,66D3D1BBEC6A0C16010CAE4DDE33A70064E47082DF41A75FFFDFACAAB5D3D45A,Bỏ qua — cần OCR
TTV tỉnh violympic lớp 2 năm 24-25 ĐỀ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV tỉnh violympic lớp 2 năm 24-25 ĐỀ.pdf,.pdf,OCR/scan,2,math,6092820DF14550A4BD691C1DC1FDBAA8FAEDEE7C03D30DAA3E96D117BCCCC04E,Bỏ qua — cần OCR
TTV tỉnh violympic lớp 4 năm 24-25 ĐỀ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV tỉnh violympic lớp 4 năm 24-25 ĐỀ.pdf,.pdf,OCR/scan,4,math,D1C51C1310679DF7976B3320C924167B38F115DE218EC6465527B1BAEA373345,Bỏ qua — cần OCR
TTV violympic 3 tỉnh 24-25 ĐÁ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV violympic 3 tỉnh 24-25 ĐÁ.pdf,.pdf,non-OCR,3,math,B26F53B8E33291F7A2ADFE0526CF43B229DE93F00267613AC1D9B582FEBE26B9,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTV violympic 3 tỉnh 24-25 ĐỀ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV violympic 3 tỉnh 24-25 ĐỀ.pdf,.pdf,non-OCR,3,math,AD1E1D444B6ABB198E48144B854F0C4DE1039C7FAC2BBEB90F58A311167DD957,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTV3V9-ONTINH-PHANDE IQ.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV3V9-ONTINH-PHANDE IQ.pdf,.pdf,OCR/scan,3,math,42F616DD7469D6238091E66F693793DDBC88AEA42F1E2D6DDEB4BFC7BFFEDD72,Bỏ qua — cần OCR
TTV4-OnCapTinh-phandapan.pdf,TTV violympic tỉnh lớp 12345 năm 24-25/TTV4-OnCapTinh-phandapan.pdf,.pdf,OCR/scan,4,math,2F5A0875EC075CA8FE69B5B83A87D8DF70CD714002D03121FA38D5589989BDB8,Bỏ qua — cần OCR
3.2 TT Anh lớp 1 mã 2 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TT Anh lớp 1 mã 2 (1).pdf,.pdf,non-OCR,1,math_en,A4F3A091EF7520E1D809754C65156372252FE19AAD248281C1536AB41CED32F0,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TT Anh lớp 3 mã 1_watermark.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TT Anh lớp 3 mã 1_watermark.pdf,.pdf,OCR/scan,3,math_en,97E785842378A0751553E06F70070849D95D3E7C98B3F7A9D8736AA0CBD5788A,Bỏ qua — cần OCR
3.2 TT Anh lớp 3 mã 2 (1)_watermark.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TT Anh lớp 3 mã 2 (1)_watermark.pdf,.pdf,non-OCR,3,math_en,3B2EFA03AE87CFEC677D8889A3F56FBF127DE34703DD19ED675CDA919A05B8DF,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TT Anh lớp 5 mã 2 (1) (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TT Anh lớp 5 mã 2 (1) (1).pdf,.pdf,non-OCR,5,math_en,FE946FFBC3548CF306911B2EF4225B6FCEF448448EEABEEBFAB4E1BFDC38E3E7,Bỏ qua — bản sao trùng hash
3.2 TT Anh lớp 5 mã 2 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TT Anh lớp 5 mã 2 (1).pdf,.pdf,non-OCR,5,math_en,FE946FFBC3548CF306911B2EF4225B6FCEF448448EEABEEBFAB4E1BFDC38E3E7,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 1 mã 1_watermark (2).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 1 mã 1_watermark (2).pdf,.pdf,non-OCR,1,math,5E07840148F08F74507D3AB761447AE1F4D0AA55D1DF7975BE9DE82DF05EBBE1,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 1 mã 2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 1 mã 2_watermark (1).pdf,.pdf,non-OCR,1,math,1F8A01E3AA709BCD42987FC3730A77AAE800C254297A47B4E1F517F6345F54E6,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 1 mã 3_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 1 mã 3_watermark (1).pdf,.pdf,non-OCR,1,math,AA591D6220AC3202943111AC67F5A29BC6CAA08A3DB8A54881F1B4830FBE5D55,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 3 mã 1_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 3 mã 1_watermark (1).pdf,.pdf,non-OCR,3,math,73FD43B47DCE4EC8CFEAB5715835674E3D191A5187AAAE4B170B05E3C698A013,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 3 mã 2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 3 mã 2_watermark (1).pdf,.pdf,non-OCR,3,math,86F674ECCB8C11028BB38C7C0264911188C2F7B0C84205EF28918A2859DEF6D4,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 4 mã 1_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 4 mã 1_watermark (1).pdf,.pdf,non-OCR,4,math,42E3EBAA9EA5AB3D8C4777C729623A83193984641C1572A833D44B575CA4A828,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 4 mã 2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 4 mã 2_watermark (1).pdf,.pdf,non-OCR,4,math,3E54CD995A5983F6FFE03398BAFB64A79092374E83AF70D9B884C82D5D2C9B2F,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
3.2 TTV lớp 4 mã 2_watermark (2).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/3.2 TTV lớp 4 mã 2_watermark (2).pdf,.pdf,non-OCR,4,math,1F2004C3855299B016440D5D02107E54C139E409914DEFBAB7B69A5440948B53,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
4.2.26 TTV1 mã 1 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/4.2.26 TTV1 mã 1 (1).pdf,.pdf,non-OCR,1,math,549804BAC0B847BD2B8805BE93BDF35F1E92378CB879BB1452868480C97243FB,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
4.2.26 TTV3 mã 1 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/4.2.26 TTV3 mã 1 (1).pdf,.pdf,non-OCR,3,math,DCC7A8DF129271FB481CDECBD6A466B814061BE08934092D966CE0F22CD82803,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
4.2.26 ttv4 (1)_watermark.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/4.2.26 ttv4 (1)_watermark.pdf,.pdf,non-OCR,4,math,B87F0187A805531102BAFAA92DCB4D80F095EF9106D326B8845D2CFB35CEBEE6,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
THẬT3.2 TTV lớp 5 mã 1_watermark (1) (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/THẬT3.2 TTV lớp 5 mã 1_watermark (1) (1).pdf,.pdf,non-OCR,5,math,03A94202A6373C3BB7AA87478A0897E87DF61781081EA1FFE996D3560072F2C7,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
ttv1-4.2.26.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/ttv1-4.2.26.pdf,.pdf,non-OCR,1,math,CDC69818FD229D26BFB162C6EE8A60301766140CD0FD82FE1FFDB5C34FA63246,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
ttv2 -4.2.26.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/ttv2 -4.2.26.pdf,.pdf,non-OCR,2,math,B495E376F35AEBF5FCE12ED081CA142C7AE32C8745D5C6E5C0666DB8C271B541,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
ttv2-5.2.26_watermark.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/ttv2-5.2.26_watermark.pdf,.pdf,OCR/scan,2,math,35F09FCF1BAFCD9EC5167A4A8FB0CBE99D376BFF8E4B91779506D8858F4C7298,Bỏ qua — cần OCR
ttv3.1-4.2.26.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/ttv3.1-4.2.26.pdf,.pdf,non-OCR,3,math,478A007F412BF6BBB12DCA7507F25E76A5E38AA33150AE2B3C316D59657591AB,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
tv 2.2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/tv 2.2_watermark (1).pdf,.pdf,non-OCR,2,vietnamese,7276028EC3D3DAAA247B71A38E73E4AEDF68DF5B0ECDDE9125D03B3AA7BC50E8,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
tv 4.2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/tv 4.2_watermark (1).pdf,.pdf,non-OCR,4,vietnamese,944D0BB4767986FE864B1B58B33E3146A49E750FADC8E84385B82BCE60095E1C,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
tv 5.2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/tv 5.2_watermark (1).pdf,.pdf,non-OCR,5,vietnamese,96172A78CCD9F22E7AE382447EE7AB207CF19D25F9AA9B5B9862670C7F85DC01,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
tv2_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/tv2_watermark (1).pdf,.pdf,OCR/scan,2,vietnamese,0E2A951B00E5A37EBB83C57D7C82AD1FA296AF461A0F85271FD8A10AA431ED0E,Bỏ qua — cần OCR
violympic TV3 2ma ngày 3.2.2026 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/violympic TV3 2ma ngày 3.2.2026 (1).pdf,.pdf,non-OCR,3,vietnamese,612512B50F327A2912AF67A639A1F0995EE9ED358D54C6ED81B36C253267AD55,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Violympic_TTA2_Vòng Cấp Tỉnh_mã 01_5.2.2026 (1)_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTA2_Vòng Cấp Tỉnh_mã 01_5.2.2026 (1)_watermark (1).pdf,.pdf,non-OCR,,math,8088584C2CC01120AFD614788CD0153EBE384006F7C2E4CFAF0A931326E1924A,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
Violympic_TTV1_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTV1_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,.pdf,non-OCR,1,math,F7A0B0EE15EB1BC9FFF363B61F0F84B798A5AB42A62909439916C1DC666AF4DD,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
Violympic_TTV2_Vòng Cấp Tỉnh_mã 01_5.2.2026.pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTV2_Vòng Cấp Tỉnh_mã 01_5.2.2026.pdf,.pdf,OCR/scan,,math,DADC864D22B6C41D9C61A331E7CF03F2CC7CBB925F1E2E74B2CCBDCDE1B516CE,Bỏ qua — cần OCR
Violympic_TTV2_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTV2_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,.pdf,non-OCR,,math,260E25018CD09897232EB35B2C5A8B7695BF03E6DBE973E197239A3901F5E532,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
Violympic_TTV3_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTV3_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,.pdf,non-OCR,,math,1EF7CFADCE35BD7EAB0E854477835BF67A94E8EEC6D938E80B1AB7BB60812F27,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
Violympic_TTV4_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTV4_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,.pdf,non-OCR,,math,34529B50C06734143F4AAC76CEC79125EA58D88810E08F31621D2B1A4C11D2D1,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
Violympic_TTV5_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TTV5_Vòng Cấp Tỉnh_mã 01_5.2.2026_watermark (1).pdf,.pdf,non-OCR,,math,AE7B8DB9623667F142D79B85E57A0644BDC66F23C5ACFAE89E30DB2A286D93EE,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
Violympic_TV5_Vòng Cấp Tỉnh_mã 01_3.2.2026 (1) (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/Violympic_TV5_Vòng Cấp Tỉnh_mã 01_3.2.2026 (1) (1).pdf,.pdf,non-OCR,,vietnamese,20FC1FB29EB0FC935E9E7941E0EF0F0388BE0BE4863954DFE7EE8284D814F70A,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
đề  thật tv L1 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/đề  thật tv L1 (1).pdf,.pdf,non-OCR,1,math,25E5D8A5786CB62485B60CEB64FEBC227B582362777029EC9CD45B504C0F893A,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
đề thật tv L1.2 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/đề thật tv L1.2 (1).pdf,.pdf,non-OCR,1,math,8E994D61F12E087A5111E7ACF6E4EBD8EC8A03554ABCB1C2029377B25C38B9B2,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
đề thật tv L3 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/đề thật tv L3 (1).pdf,.pdf,non-OCR,3,math,75473FC5D249867E155F5428218DA238161EA3B7A1A68E2632A04BD055C9486F,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
đề thật tv L3.2 (1).pdf,Tổng hợp đề thi Violympic cấp tỉnh 2526/đề thật tv L3.2 (1).pdf,.pdf,non-OCR,3,math,AADDDE506028116265C63037EA00AC6A7189EC3567A77D3CD9431BF248D7466C,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
TTV1 FILE 10 (1).docx,VIOLYMPIC CẤP QUỐC GIA LỚP 12345/TTV1 FILE 10 (1).docx,.docx,non-OCR,1,math,4663B80CC643AEDB78CF43968A051FC287E17EBD5C6AD694BDC39B90AF35D3E1,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
VIOLYMPIC TOÁN 6.docx,"Violympic Toán 6,7,8,9/VIOLYMPIC TOÁN 6.docx",.docx,non-OCR,6,math,A6C12FED784192011BDCD4904E29A50F39238B544F323EA1B23C7BE87381E05F,Bỏ qua — ngoài lớp 1–5 hoặc lớp không xác định duy nhất
Tiệm sách nhà Noel - Tết.pdf,Violympic Toán TV lớp 2/Tiệm sách nhà Noel - Tết.pdf,.pdf,non-OCR,2,math,F5BF9ECE059BBD7A7597E7C7BA53FCB0985B4EB787394DA917E6BC868CCD9085,Bỏ qua — bản sao trùng hash
violympic 2 cấp quận MK 123.rar,Violympic Toán TV lớp 2/Violympic Toán TV lớp 2/violympic 2 cấp quận MK 123.rar,.rar,non-OCR,2,math,BD5699DC1084220E056DD8D92C1F66241A4654EC18CAA1A9F3D77D6C15D37A67,Bỏ qua — tệp chứa/không phải tài liệu text
Violympic TTV2-CAPTINH 2526-PHAN DAP AN.pdf,Violympic Toán TV lớp 2/Violympic TTV2-CAPTINH 2526-PHAN DAP AN.pdf,.pdf,OCR/scan,2,math,B67A98B97FF87B08EB12AB96F931D0365E85AD420881EF01E3821BB01AAC5F30,Bỏ qua — cần OCR
Violympic TTV2-CAPTINH2526-PHAN DE.pdf,Violympic Toán TV lớp 2/Violympic TTV2-CAPTINH2526-PHAN DE.pdf,.pdf,OCR/scan,2,math,EF6789F8EF538597B5BE0871DF17BA721B0094F571B7FFCE102D219854E04CF6,Bỏ qua — cần OCR
ONQUOCGIA-TTA5-PHANDAPAN(1).pdf,VIOLYMPIC TTA 5/ONQUOCGIA-TTA5-PHANDAPAN(1).pdf,.pdf,OCR/scan,5,math_en,974F811D28DAB97AC425A3AD4BD8B07625C62ED699EAD39CDFF60C14E1F014B4,Bỏ qua — cần OCR
ONQUOCGIA-TTA5-PHANDAPAN.pdf,VIOLYMPIC TTA 5/ONQUOCGIA-TTA5-PHANDAPAN.pdf,.pdf,OCR/scan,5,math_en,974F811D28DAB97AC425A3AD4BD8B07625C62ED699EAD39CDFF60C14E1F014B4,Bỏ qua — cần OCR
Ngày 1. TTA lớp 3 mã 1.pdf,Violympic đề tổng hợp/Ngày 1. TTA lớp 3 mã 1.pdf,.pdf,OCR/scan,3,math,E45963FA05AEA3BDA0D8C310ED4776EAF5B23B4DF6CB7998A0F6E0B320785836,Bỏ qua — cần OCR
Ngày 1. TTA lớp 4 mã 1.pdf,Violympic đề tổng hợp/Ngày 1. TTA lớp 4 mã 1.pdf,.pdf,OCR/scan,4,math,0C4FA302A25D523E4B28BDF6DD3CA0B105EE6DCF9F4819AA852C6A40E32FD450,Bỏ qua — cần OCR
Violympic_TV3_thi cấp Trường_mã 01_25-26.pdf,Violympic đề tổng hợp/Violympic_TV3_thi cấp Trường_mã 01_25-26.pdf,.pdf,non-OCR,3,vietnamese,06B6395D00C475E1C4D3B335DDDC728217CED89771E6D90541783B500EF2699E,Đã lập danh mục — chưa có câu đủ điều kiện phát hành
DE THI TU VONG 1-9  violympic TTV LỚP 3.rar,violympic/DE THI TU VONG 1-9  violympic TTV LỚP 3.rar,.rar,non-OCR,3,math,49FF8A020BED7FAD15090AE439FFE9944120BB85F542CCDE04F60FD1B5FBD189,Bỏ qua — tệp chứa/không phải tài liệu text
Ttv2v10 -onquocgia-phandapan.pdf,violympic/Ttv2v10 -onquocgia-phandapan.pdf,.pdf,OCR/scan,2,math,FB6A371DB8C0F1A866BF7A062E58C02BBB923C4A538CF1E132843B04E720856F,Bỏ qua — cần OCR
ttv3-v10-onquocgia-phande.pdf,violympic/ttv3-v10-onquocgia-phande.pdf,.pdf,OCR/scan,3,math,9365FC3AE25C7D2195CCC6EAB6FF4E0F1A0645DE50C42E6A9892108386006423,Bỏ qua — cần OCR
TTV6-quocgia-phande.pdf,violympic/TTV6-quocgia-phande.pdf,.pdf,OCR/scan,6,math,9F747D3FEF9A857BC8ACD6DF8C651A5227F035975F5D728D8B7A27E32A2F2790,Bỏ qua — cần OCR
V10-TTV4-QG-PHANDAPAN (1).pdf,violympic/V10-TTV4-QG-PHANDAPAN (1).pdf,.pdf,OCR/scan,4,math,2B7F1A876C47700469226178931E788D501A598FCC186922E85E0A6028FB773D,Bỏ qua — cần OCR
ĐỀ L2 CHÍNH THỨC VIOLYMPIC QG TTV (22-3-2026).pdf,VIOLYPIC ĐỀ CHÍNH THỨC CẤP QUỐC GIA 2026/ĐỀ L2 CHÍNH THỨC VIOLYMPIC QG TTV (22-3-2026).pdf,.pdf,OCR/scan,2,math,50EF0E69BF37903DB708C91134A7FF7114E39650FEF4B4389F603007746A2108,Bỏ qua — cần OCR
ĐỀ L3 CHÍNH THỨC VIOLYMPIC QG TTV.pdf,VIOLYPIC ĐỀ CHÍNH THỨC CẤP QUỐC GIA 2026/ĐỀ L3 CHÍNH THỨC VIOLYMPIC QG TTV.pdf,.pdf,OCR/scan,3,math,A559684D4B8010DE25108B6D86C861B56BFBC85812EFECB494BD8D52C8C68250,Bỏ qua — cần OCR
IQ2324-CẤP TỐC- TTV4-VQG-ĐÁ_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-CẤP TỐC- TTV4-VQG-ĐÁ_watermark.pdf,.pdf,OCR/scan,4,math,FFEE2FCD75C96F72D6AF509AF3E68C43399C9828FC663DDFAF1B6EC73892AA9A,Bỏ qua — cần OCR
IQ2324-CẤP TỐC-TTV5-VQG-ĐÁ_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-CẤP TỐC-TTV5-VQG-ĐÁ_watermark.pdf,.pdf,OCR/scan,5,math,75572142A7DF61D7ABDBD4AB10FD35B192C9C854B751C8D545E24195234A87BF,Bỏ qua — cần OCR
IQ2324-TTA4-VQG-PHANDAPAN-MK 1234_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTA4-VQG-PHANDAPAN-MK 1234_watermark.pdf,.pdf,OCR/scan,4,math_en,4EE9B10EAFAACA66A2D42B2D3397D6576E30CF40B27F6194CA42CEA18995728E,Bỏ qua — cần OCR
IQ2324-TTA4-VQG-PHANDE_watermark.pdf,ôn IQ cũ-TTV QG 23456+TTA QG 45/IQ2324-TTA4-VQG-PHANDE_watermark.pdf,.pdf,OCR/scan,4,math_en,A182C5EF270598D8B4813505224FCD12B85CB367EFBDEBCA003A9C673272BE8B,Bỏ qua — cần OCR
